Gene stable ID,Transcript stable ID,Protein stable ID,Exon stable ID,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Karyotype band,Transcript start (bp),Transcript end (bp),Transcription start site (TSS),Transcript length (including UTRs and CDS),Gene name,Source of gene name,Transcript count,Gene % GC content,Gene type,Transcript type,Source (gene),Source (transcript),Gene Synonym
GLYMA_03G224800,KRH68346,KRH68346,KRH68346-2,hypothetical protein,3,42715025,42716552,-1,,42715025,42716552,42716552,1165,,,1,37.96,protein_coding,protein_coding,ena,ena,
GLYMA_03G224800,KRH68346,KRH68346,KRH68346-3,hypothetical protein,3,42715025,42716552,-1,,42715025,42716552,42716552,1165,,,1,37.96,protein_coding,protein_coding,ena,ena,
GLYMA_03G224800,KRH68346,KRH68346,KRH68346-4,hypothetical protein,3,42715025,42716552,-1,,42715025,42716552,42716552,1165,,,1,37.96,protein_coding,protein_coding,ena,ena,
GLYMA_03G158600,KRH67288,KRH67288,KRH67288-1,hypothetical protein,3,37387584,37389357,-1,,37387584,37389357,37389357,1245,,,1,33.03,protein_coding,protein_coding,ena,ena,
GLYMA_03G158600,KRH67288,KRH67288,KRH67288-2,hypothetical protein,3,37387584,37389357,-1,,37387584,37389357,37389357,1245,,,1,33.03,protein_coding,protein_coding,ena,ena,
GLYMA_03G158600,KRH67288,KRH67288,KRH67288-3,hypothetical protein,3,37387584,37389357,-1,,37387584,37389357,37389357,1245,,,1,33.03,protein_coding,protein_coding,ena,ena,
GLYMA_03G158600,KRH67288,KRH67288,KRH67288-4,hypothetical protein,3,37387584,37389357,-1,,37387584,37389357,37389357,1245,,,1,33.03,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-1,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-2,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-3,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-4,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-5,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-6,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-7,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-8,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-9,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-10,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-11,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G208800,KRH68102,KRH68102,KRH68102-12,hypothetical protein,3,41564516,41575322,-1,,41564516,41575322,41575322,8377,,,1,29.11,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67463,KRH67463,KRH67463-1,hypothetical protein,3,38174406,38178950,1,,38175542,38178950,38175542,1071,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67463,KRH67463,KRH67463-2,hypothetical protein,3,38174406,38178950,1,,38175542,38178950,38175542,1071,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67463,KRH67463,KRH67463-3,hypothetical protein,3,38174406,38178950,1,,38175542,38178950,38175542,1071,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67463,KRH67463,KRH67463-4,hypothetical protein,3,38174406,38178950,1,,38175542,38178950,38175542,1071,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67463,KRH67463,KRH67463-5,hypothetical protein,3,38174406,38178950,1,,38175542,38178950,38175542,1071,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67461,KRH67461,KRH67463-2,hypothetical protein,3,38174406,38178950,1,,38174604,38178885,38174604,1190,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67461,KRH67461,KRH67463-4,hypothetical protein,3,38174406,38178950,1,,38174604,38178885,38174604,1190,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67461,KRH67461,KRH67461-1,hypothetical protein,3,38174406,38178950,1,,38174604,38178885,38174604,1190,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67461,KRH67461,KRH67461-3,hypothetical protein,3,38174406,38178950,1,,38174604,38178885,38174604,1190,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67461,KRH67461,KRH67461-5,hypothetical protein,3,38174406,38178950,1,,38174604,38178885,38174604,1190,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67462,KRH67462,KRH67463-2,hypothetical protein,3,38174406,38178950,1,,38174406,38178950,38174406,1450,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67462,KRH67462,KRH67463-3,hypothetical protein,3,38174406,38178950,1,,38174406,38178950,38174406,1450,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67462,KRH67462,KRH67463-4,hypothetical protein,3,38174406,38178950,1,,38174406,38178950,38174406,1450,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67462,KRH67462,KRH67463-5,hypothetical protein,3,38174406,38178950,1,,38174406,38178950,38174406,1450,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G167400,KRH67462,KRH67462,KRH67462-1,hypothetical protein,3,38174406,38178950,1,,38174406,38178950,38174406,1450,,,3,34.06,protein_coding,protein_coding,ena,ena,
GLYMA_03G158700,KRH67289,KRH67289,KRH67289-1,hypothetical protein,3,37402403,37406031,1,,37402403,37406031,37402403,1350,,,1,31.85,protein_coding,protein_coding,ena,ena,
GLYMA_03G158700,KRH67289,KRH67289,KRH67289-2,hypothetical protein,3,37402403,37406031,1,,37402403,37406031,37402403,1350,,,1,31.85,protein_coding,protein_coding,ena,ena,
GLYMA_03G158700,KRH67289,KRH67289,KRH67289-3,hypothetical protein,3,37402403,37406031,1,,37402403,37406031,37402403,1350,,,1,31.85,protein_coding,protein_coding,ena,ena,
GLYMA_03G158700,KRH67289,KRH67289,KRH67289-4,hypothetical protein,3,37402403,37406031,1,,37402403,37406031,37402403,1350,,,1,31.85,protein_coding,protein_coding,ena,ena,
GLYMA_03G158700,KRH67289,KRH67289,KRH67289-5,hypothetical protein,3,37402403,37406031,1,,37402403,37406031,37402403,1350,,,1,31.85,protein_coding,protein_coding,ena,ena,
GLYMA_03G247400,KRH68738,KRH68738,KRH68738-1,hypothetical protein,3,44423506,44426121,1,,44423506,44426121,44423506,1202,,,1,37.54,protein_coding,protein_coding,ena,ena,
GLYMA_03G247400,KRH68738,KRH68738,KRH68738-2,hypothetical protein,3,44423506,44426121,1,,44423506,44426121,44423506,1202,,,1,37.54,protein_coding,protein_coding,ena,ena,
GLYMA_03G247400,KRH68738,KRH68738,KRH68738-3,hypothetical protein,3,44423506,44426121,1,,44423506,44426121,44423506,1202,,,1,37.54,protein_coding,protein_coding,ena,ena,
GLYMA_03G247400,KRH68738,KRH68738,KRH68738-4,hypothetical protein,3,44423506,44426121,1,,44423506,44426121,44423506,1202,,,1,37.54,protein_coding,protein_coding,ena,ena,
GLYMA_04G066300,KRH61758,KRH61758,KRH61758-1,hypothetical protein,4,5525939,5528040,1,,5525939,5528040,5525939,1476,,,1,35.54,protein_coding,protein_coding,ena,ena,
GLYMA_04G066300,KRH61758,KRH61758,KRH61758-2,hypothetical protein,4,5525939,5528040,1,,5525939,5528040,5525939,1476,,,1,35.54,protein_coding,protein_coding,ena,ena,
GLYMA_04G066300,KRH61758,KRH61758,KRH61758-3,hypothetical protein,4,5525939,5528040,1,,5525939,5528040,5525939,1476,,,1,35.54,protein_coding,protein_coding,ena,ena,
GLYMA_04G066300,KRH61758,KRH61758,KRH61758-4,hypothetical protein,4,5525939,5528040,1,,5525939,5528040,5525939,1476,,,1,35.54,protein_coding,protein_coding,ena,ena,
GLYMA_04G089900,KRH62157,KRH62157,KRH62157-1,hypothetical protein,4,7892815,7897607,-1,,7892815,7897607,7897607,2778,,,1,35.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G089900,KRH62157,KRH62157,KRH62157-2,hypothetical protein,4,7892815,7897607,-1,,7892815,7897607,7897607,2778,,,1,35.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G089900,KRH62157,KRH62157,KRH62157-3,hypothetical protein,4,7892815,7897607,-1,,7892815,7897607,7897607,2778,,,1,35.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G089900,KRH62157,KRH62157,KRH62157-4,hypothetical protein,4,7892815,7897607,-1,,7892815,7897607,7897607,2778,,,1,35.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G089900,KRH62157,KRH62157,KRH62157-5,hypothetical protein,4,7892815,7897607,-1,,7892815,7897607,7897607,2778,,,1,35.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G089900,KRH62157,KRH62157,KRH62157-6,hypothetical protein,4,7892815,7897607,-1,,7892815,7897607,7897607,2778,,,1,35.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-1,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-2,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-3,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-4,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-5,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-6,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-7,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-8,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-9,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-10,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-11,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-12,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-13,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63855,KRH63855,KRH63855-14,hypothetical protein,4,47316151,47321158,-1,,47316151,47321158,47321158,3594,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-1,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-2,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-3,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-4,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-5,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-6,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-7,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-8,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-9,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-10,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-11,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63855-12,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_04G200600,KRH63856,KRH63856,KRH63856-13,hypothetical protein,4,47316151,47321158,-1,,47317149,47321158,47321158,2705,,,2,41.09,protein_coding,protein_coding,ena,ena,
GLYMA_05G229300,KRH60250,KRH60250,KRH60250-1,hypothetical protein,5,40691687,40694739,-1,,40691687,40694739,40694739,1544,,,1,35.67,protein_coding,protein_coding,ena,ena,
GLYMA_05G229300,KRH60250,KRH60250,KRH60250-2,hypothetical protein,5,40691687,40694739,-1,,40691687,40694739,40694739,1544,,,1,35.67,protein_coding,protein_coding,ena,ena,
GLYMA_05G229300,KRH60250,KRH60250,KRH60250-3,hypothetical protein,5,40691687,40694739,-1,,40691687,40694739,40694739,1544,,,1,35.67,protein_coding,protein_coding,ena,ena,
GLYMA_05G229300,KRH60250,KRH60250,KRH60250-4,hypothetical protein,5,40691687,40694739,-1,,40691687,40694739,40694739,1544,,,1,35.67,protein_coding,protein_coding,ena,ena,
GLYMA_05G229300,KRH60250,KRH60250,KRH60250-5,hypothetical protein,5,40691687,40694739,-1,,40691687,40694739,40694739,1544,,,1,35.67,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-1,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-2,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-3,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-4,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-5,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-6,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-7,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-8,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-9,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-10,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-11,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-12,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-13,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59742,KRH59742,KRH59742-14,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-2,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-3,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-4,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-5,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-6,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-7,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-8,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-9,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-10,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-11,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59742-12,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59745-1,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59745,KRH59745,KRH59745-13,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-1,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-2,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-3,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-4,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-5,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-6,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-7,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-8,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-9,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-10,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-11,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-12,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-13,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59743,KRH59743,KRH59742-14,hypothetical protein,5,38463201,38468505,1,,38463201,38468505,38463201,3971,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-1,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-2,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-3,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-4,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-5,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-6,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-7,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-8,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-9,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-10,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59742-11,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59746,KRH59746,KRH59746-12,hypothetical protein,5,38463201,38468505,1,,38463201,38466906,38463201,2553,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59744,KRH59744,KRH59742-2,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59744,KRH59744,KRH59742-3,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59744,KRH59744,KRH59742-4,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59744,KRH59744,KRH59742-5,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59744,KRH59744,KRH59742-6,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59744,KRH59744,KRH59742-7,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59744,KRH59744,KRH59742-8,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
GLYMA_05G200800,KRH59744,KRH59744,KRH59742-9,hypothetical protein,5,38463201,38468505,1,,38463500,38467143,38463500,2409,,,5,41.34,protein_coding,protein_coding,ena,ena,
