ensembl_gene_id,Class,Transcripts,name,Family,Sub_Family,chromosome_me,start_position,end_position,strand,transcript_start,transcript_end,Length.AM,EffectiveLength.AM,TPM.AM,NumReads.AM,Length.OF,EffectiveLength.OF,TPM.OF,NumReads.OF,Length.IBM,EffectiveLength.IBM,TPM.IBM,NumReads.IBM,Length.IAM,EffectiveLength.IAM,TPM.IAM,NumReads.IAM,Length.SAM6D,EffectiveLength.SAM6D,TPM.SAM6D,NumReads.SAM6D,Length.SAM17D,EffectiveLength.SAM17D,TPM.SAM17D,NumReads.SAM17D,Length.SAM38D,EffectiveLength.SAM38D,TPM.SAM38D,NumReads.SAM38D,Length.RootTip,EffectiveLength.RootTip,TPM.RootTip,NumReads.RootTip,Length.Callus,EffectiveLength.Callus,TPM.Callus,NumReads.Callus,Length.Hypocotyl,EffectiveLength.Hypocotyl,TPM.Hypocotyl,NumReads.Hypocotyl,Length.Cotyledon,EffectiveLength.Cotyledon,TPM.Cotyledon,NumReads.Cotyledon,Length.Leaf,EffectiveLength.Leaf,TPM.Leaf,NumReads.Leaf,Length.Root,EffectiveLength.Root,TPM.Root,NumReads.Root,Length.Nodule,EffectiveLength.Nodule,TPM.Nodule,NumReads.Nodule,ortholog_name
Glyma.04G200600,B,KRH63855,Glyma.04G200600.1,ARF,ARF2,4,47316151,47321158,-1,47316151,47321158,3594,3345,59.132821,8636.903,3594,3345,34.7769499999999,4956.83799999999,3594,3345,104.014185,12382.0509999999,3594,3345,54.0236769999999,8153.17799999999,3594,3345,40.0360999999999,6222.27999999999,3594,3345,67.500984,10242.6839999999,3594,3345,33.565553,4698.42299999999,3594,3345,5.893899,1947.423,3594,3345,5.08817499999999,812.692999999999,3594,3345,13.614824,3646.273,3594,3345,15.0362589999999,4347.62899999999,3594,3344,22.6368359999999,460.567,3594,3344,12.527492,283.620999999999,3594,3344,10.758737,237.419999999999,GmARF2_A
Glyma.04G200600,B,KRH63856,Glyma.04G200600.2,ARF,ARF2,4,47316151,47321158,-1,47317149,47321158,2705,2456,26.73452,2867.04199999999,2705,2456,16.607927,1738.044,2705,2456,13.127561,1147.404,2705,2456,37.897829,4199.42,2705,2456,0,0,2705,2456,68.231384,7601.86399999999,2705,2456,19.768642,2031.737,2705,2456,0,0,2705,2456,7.29107699999999,855.043999999999,2705,2456,4.497224,884.328999999999,2705,2456,1.352247,287.079,2705,2455,0,0,2705,2455,4.688822,77.933,2705,2455,1.582784,25.643,GmARF2_A
Glyma.04G254200,C,KRH64757,Glyma.04G254200.1,ARF,ARF17,4,52092830,52097184,1,52092830,52097184,3472,3223,6.158024,866.633,3472,3223,1.740286,239,3472,3223,7.621131,874.144999999999,3472,3223,4.75194199999999,691,3472,3223,5.28887399999999,792,3472,3223,6.77122699999999,990,3472,3223,5.64979199999999,762,3472,3223,1.658487,528,3472,3223,2.313244,356,3472,3223,3.41796299999999,882,3472,3223,1.952639,544,3472,3222,3.264723,64,3472,3222,0.916848,20,3472,3222,1.97530199999999,42,GmARF17_A
Glyma.05G200800,B,KRH59742,Glyma.05G200800.1,ARF,ARF2,5,38463201,38468505,1,38463201,38468505,3971,3722,23.7369319999999,3857.752,3971,3722,7.30033699999999,1157.808,3971,3722,33.516112,4439.49799999999,3971,3722,13.387625,2248.157,3971,3722,31.857638,5509.23899999999,3971,3722,31.0631179999999,5244.8,3971,3722,16.461606,2563.95699999999,3971,3722,4.197497,1543.221,3971,3722,4.368482,776.380999999999,3971,3722,20.950298,6243.20399999999,3971,3722,21.693739,6979.549,3971,3721,44.0300519999999,996.827,3971,3721,25.338768,638.341,3971,3721,21.300657,523.049999999999,GmARF2_B
Glyma.05G200800,B,KRH59745,Glyma.05G200800.4,ARF,ARF2,5,38463201,38468505,1,38463500,38467143,2409,2160,106.794815,10072.5,2409,2160,41.848269,3851.663,2409,2160,89.149798,6852.957,2409,2160,90.20675,8791.02299999999,2409,2160,75.216825,7548.66899999999,2409,2160,290.33667,28448.749,2409,2160,100.526084999999,9086.46099999999,2409,2160,3.92465399999999,837.368,2409,2160,25.977418,2679.279,2409,2160,38.494199,6657.175,2409,2160,25.5809649999999,4776.252,2409,2159,0,0,2409,2159,0,0,2409,2159,0,0,GmARF2_B
Glyma.05G200800,B,KRH59746,Glyma.05G200800.5,ARF,ARF2,5,38463201,38468505,1,38463201,38466906,2553,2304,0,0,2553,2304,7.085473,695.614,2553,2304,2.971384,243.638,2553,2304,0.501114999999999,52.091,2553,2304,0.071856,7.692,2553,2304,31.068197,3247.17799999999,2553,2304,0.871982999999999,84.072,2553,2304,0.026667,6.069,2553,2304,0,0,2553,2304,0.201143999999999,37.1049999999999,2553,2304,0,0,2553,2303,41.942957,587.711,2553,2303,37.2784679999999,581.245,2553,2303,9.539917,144.986999999999,GmARF2_B
Glyma.05G221300,A,KRH60116,Glyma.05G221300.1,ARF,ARF7/19,5,40073989,40080807,-1,40073989,40080807,4218,3969,1.52384499999999,264.091999999999,4218,3969,0.679327,114.889,4218,3969,2.978405,420.696,4218,3969,0,0,4218,3969,0,0,4218,3969,0.655943,118.101,4218,3969,0.702173,116.624,4218,3969,0.568936,223.051999999999,4218,3969,0,0,4218,3969,1.60507599999999,510.055999999999,4218,3969,0.226929999999999,77.8559999999999,4218,3968,3.260319,78.712,4218,3968,2.29521,61.6599999999999,4218,3968,0,0,GmARF7/19_B
Glyma.05G221300,A,KRH60117,Glyma.05G221300.2,ARF,ARF7/19,5,40073989,40080807,-1,40074654,40080527,3300,3051,2.423506,322.863999999999,3300,3051,4.72521099999999,614.299999999999,3300,3051,3.68050999999999,399.625999999999,3300,3051,3.187878,438.824,3300,3051,0,0,3300,3051,5.701825,789.157,3300,3051,2.13553799999999,272.654,3300,3051,0.208647,62.88,3300,3051,13.4894839999999,1965.19599999999,3300,3051,1.536381,375.303,3300,3051,1.988134,524.33,3300,3050,0,0,3300,3050,0,0,3300,3050,0,0,GmARF7/19_B
Glyma.05G221300,A,KRH60118,Glyma.05G221300.3,ARF,ARF7/19,5,40073989,40080807,-1,40073989,40080807,4320,4071,1.965651,349.415,4320,4071,1.13593199999999,197.047,4320,4071,3.64558399999999,528.168,4320,4071,3.81725799999999,701.130999999999,4320,4071,3.436221,649.956,4320,4071,4.684826,865.171,4320,4071,1.044273,177.901,4320,4071,0,0,4320,4071,5.350226,1040.02,4320,4071,0,0,4320,4071,0,0,4320,4070,1.09548099999999,27.128,4320,4070,3.834565,105.662,4320,4070,0.815351,21.899,GmARF7/19_B
Glyma.05G229300,A,KRH60250,Glyma.05G229300.1,IAA,IAA27,5,40691687,40694739,-1,40691687,40694739,1544,1295,18.153737,1026.52399999999,1544,1295,8.425413,464.92,1544,1295,16.7087359999999,770.047,1544,1295,21.0892599999999,1232.19,1544,1295,11.588323,697.255999999999,1544,1295,12.1525149999999,713.909999999999,1544,1295,17.0723389999999,925.177,1544,1295,26.1330969999999,3342.88999999999,1544,1295,2.06400499999999,127.629,1544,1295,32.458291,3365.398,1544,1295,1.98768499999999,222.502,1544,1294,14.611019,115.034,1544,1294,10.990872,96.2879999999999,1544,1294,3.45551899999999,29.5079999999999,GmIAA27_C
Glyma.06G067700,C,KRH52428,Glyma.06G067700.1,IAA,IAA29,6,5171385,5173237,1,5171385,5173237,1224,975,3.50079299999999,149.041,1224,975,0.890595,37,1224,975,1.60779999999999,55.7879999999999,1224,975,0.688384,30.282,1224,975,2.058109,93.2339999999999,1224,975,4.460483,197.285,1224,975,4.603949,187.843999999999,1224,975,3.81586699999999,367.502,1224,975,1.239941,57.7259999999999,1224,975,5.55581999999999,433.704,1224,975,0.878032,74,1224,974,2.894009,17.1499999999999,1224,974,1.16782699999999,7.70099999999999,1224,974,0,0,GmIAA29_B
Glyma.06G091700,A,KRH52867,Glyma.06G091700.3,IAA,IAA8/9,6,7220391,7223432,-1,7220391,7223432,1095,846,120.096829,4436.44599999999,1095,846,73.349658,2644.14699999999,1095,846,112.799969,3396.12199999999,1095,846,80.9289129999999,3089.02,1095,846,229.139072,9006.813,1095,846,393.546141999999,15103.359,1095,846,181.391747,6421.701,1095,846,14.116324,1179.651,1095,846,71.7560059999999,2898.657,1095,846,118.32899,8014.98099999999,1095,846,123.198735,9009.34399999999,1095,845,45.7885899999999,235.41,1095,845,20.983248,120.043,1095,845,22.794609,127.11,GmIAA8/9_D
Glyma.06G095400,AFB4/5,KRH52925,Glyma.06G095400.1,AFB/TIR1,AFB4/5,6,7530783,7533737,1,7530783,7533737,2730,2481,16.624289,1800.95599999999,2730,2481,16.028732,1694.506,2730,2481,13.1175669999999,1158.201,2730,2481,15.517072,1736.933,2730,2481,17.568729,2025.204,2730,2481,22.163578,2494.44599999999,2730,2481,11.157726,1158.41599999999,2730,2481,3.67586799999999,900.841,2730,2481,12.838756,1520.961,2730,2481,17.361197,3448.636,2730,2481,9.842971,2110.909,2730,2480,8.101368,122.242,2730,2480,7.94671899999999,133.428,2730,2480,7.208545,117.974999999999,GmAFB4/5_C
Glyma.06G164900,B,KRH54111,Glyma.06G164900.3,ARF,ARF2,6,13670852,13675929,1,13670852,13675232,3090,2841,78.1612509999999,9696.07699999999,3090,2841,91.3332419999999,11056.4869999999,3090,2841,95.8466209999999,9690.628,3090,2841,102.461124,13133.394,3090,2841,38.298793,5055.42799999999,3090,2841,237.526834,30611.982,3090,2841,76.153152,9053.601,3090,2841,1.569549,440.461,3090,2841,6.04827799999999,820.485999999999,3090,2841,18.983798,4318.126,3090,2841,29.653419,7282.19999999999,3090,2840,3.67476,63.4979999999999,3090,2840,1.606524,30.89,3090,2840,0,0,GmARF2_C
Glyma.06G164900,B,KRH54110,Glyma.06G164900.2,ARF,ARF2,6,13670852,13675929,1,13670852,13675929,3678,3429,62.736767,9393.403,3678,3429,31.362845,4582.474,3678,3429,104.850125,12795.001,3678,3429,56.712867,8773.96099999999,3678,3429,48.102339,7663.644,3678,3429,51.456817,8004.19999999999,3678,3429,31.9070329999999,4578.425,3678,3429,1.621706,549.288999999999,3678,3429,8.665198,1418.777,3678,3429,13.61886,3738.94599999999,3678,3429,14.695636,4355.845,3678,3428,27.3966299999999,571.410999999999,3678,3428,14.5014059999999,336.557,3678,3428,9.67307699999999,218.824,GmARF2_C
Glyma.07G015200,B,KRH47203,Glyma.07G015200.1,IAA,IAA18/26/28,7,1195863,1199570,1,1195863,1199570,2031,1782,5.79466899999999,450.889,2031,1782,13.8912049999999,1054.787,2031,1782,11.379673,721.674999999999,2031,1782,8.566558,688.749,2031,1782,2.174033,180.001,2031,1782,5.36440599999999,433.646999999999,2031,1782,5.11149499999999,381.168999999999,2031,1782,1.35115,237.833,2031,1782,0.351098999999999,29.875,2031,1782,1.45796799999999,208.015999999999,2031,1782,0,0,2031,1781,1.073099,11.628,2031,1781,0.70718,8.52699999999999,2031,1781,0.255251,3,GmIAA18/26/28_A
Glyma.07G018100,A,KRH47242,Glyma.07G018100.1,IAA,IAA27,7,1442368,1445430,-1,1442368,1445430,1303,1054,0.192266999999999,8.849,1303,1054,0.0826189999999999,3.71099999999999,1303,1054,0.880481999999999,33.027,1303,1054,0.914664999999999,43.496,1303,1054,0.449753,22.0249999999999,1303,1054,0.522868,25,1303,1054,0.338083,14.912,1303,1054,0.0338349999999999,3.523,1303,1054,0.377607,19.004,1303,1054,0.669649,56.5099999999999,1303,1054,0,0,1303,1053,0.167713,1.075,1303,1053,0.28054,2,1303,1053,0.431721,3,GmIAA27_D
Glyma.07G034200,A,KRH47514,Glyma.07G034200.1,IAA,IAA5/6/19,7,2691220,2695027,-1,2691220,2695027,1015,766,7.74491,259.047,1015,766,24.5573659999999,801.543999999999,1015,766,12.198858,332.545999999999,1015,766,23.786801,822.075,1015,766,1.34571299999999,47.8939999999999,1015,766,0.847947,29.465,1015,766,2.00292199999999,64.203,1015,766,5.13072999999999,388.211999999999,1015,766,0,0,1015,766,156.625749,9605.786,1015,766,2.026657,134.192,1015,765,3.493091,16.259,1015,765,6.730978,34.862,1015,765,0,0,GmIAA5/6/19_A
Glyma.07G054800,B,KRH47892,Glyma.07G054800.1,ARF,ARF11/18,7,4807176,4812376,-1,4807176,4812376,3061,2812,16.708991,2051.62899999999,3061,2812,2.98648399999999,357.843,3061,2812,21.1812609999999,2119.683,3061,2812,6.034517,765.604,3061,2812,28.7770459999999,3759.786,3061,2812,25.395101,3239.46099999999,3061,2812,15.547285,1829.499,3061,2812,7.46542399999999,2073.63,3061,2812,0.950639,127.644,3061,2812,12.85155,2893.422,3061,2812,7.623516,1853.05,3061,2811,15.305503,261.769999999999,3061,2811,4.59912399999999,87.527,3061,2811,1.742318,32.3209999999999,GmARF11/18_B
Glyma.07G054800,B,KRH47893,Glyma.07G054800.2,ARF,ARF11/18,7,4807176,4812376,-1,4807469,4811750,2151,1902,5.84325799999999,485.286999999999,2151,1902,8.903698,721.601999999999,2151,1902,10.375662,702.312,2151,1902,0,0,2151,1902,4.33352999999999,382.959999999999,2151,1902,10.794896,931.400999999999,2151,1902,0,0,2151,1902,0,0,2151,1902,0,0,2151,1902,13.29852,2025.13899999999,2151,1902,0,0,2151,1901,0,0,2151,1901,1.404485,18.076,2151,1901,0,0,GmARF11/18_B
Glyma.07G054800,B,KRH47894,Glyma.07G054800.3,ARF,ARF11/18,7,4807176,4812376,-1,4807176,4812376,3335,3086,0.0402339999999999,5.42199999999999,3335,3086,3.442882,452.726,3335,3086,0.673143999999999,73.9279999999999,3335,3086,0,0,3335,3086,1.746042,250.353,3335,3086,0.171767,24.0459999999999,3335,3086,0,0,3335,3086,0.122256,37.267,3335,3086,0,0,3335,3086,6.286219,1553.19599999999,3335,3086,0,0,3335,3085,3.08577799999999,57.92,3335,3085,0.532260999999999,11.117,3335,3085,0,0,GmARF11/18_B
Glyma.07G054800,B,KRH47895,Glyma.07G054800.4,ARF,ARF11/18,7,4807176,4812376,-1,4807469,4811389,2064,1815,25.597646,2028.663,2064,1815,21.589312,1669.67699999999,2064,1815,16.960512,1095.518,2064,1815,16.5127489999999,1352.20499999999,2064,1815,59.5562449999999,5022.33399999999,2064,1815,27.761288,2285.724,2064,1815,23.940417,1818.32099999999,2064,1815,1.97220299999999,353.581999999999,2064,1815,0,0,2064,1815,23.794879,3457.80999999999,2064,1815,0.0261869999999999,4.10799999999999,2064,1814,3.00183,33.131,2064,1814,0,0,2064,1814,0,0,GmARF11/18_B
Glyma.07G130400,A,KRH49070,Glyma.07G130400.1,ARF,ARF7/19,7,15465920,15471704,1,15465920,15471704,4006,3757,18.550414,3043.184,4006,3757,8.91469799999999,1427.135,4006,3757,18.729053,2504.15299999999,4006,3757,15.95095,2703.799,4006,3757,16.764956,2926.478,4006,3757,21.488396,3662.29,4006,3757,10.756881,1691.18,4006,3757,15.689098,5822.381,4006,3757,24.155359,4333.34199999999,4006,3757,16.71,5026.41799999999,4006,3757,23.1819929999999,7528.501,4006,3756,2.99779699999999,68.5079999999999,4006,3756,25.928328,659.336999999999,4006,3756,7.68851599999999,190.572,GmARF7/19_C
Glyma.07G130400,A,KRH49071,Glyma.07G130400.2,ARF,ARF7/19,7,15465920,15471704,1,15465920,15471704,4427,4178,0.512587,93.513,4427,4178,0.454695999999999,80.9479999999999,4427,4178,0.317892999999999,47.267,4427,4178,0.124804,23.526,4427,4178,1.208604,234.614,4427,4178,0.594837999999999,112.739,4427,4178,0.596527,104.294,4427,4178,2.662431,1098.77399999999,4427,4178,0.219192,43.728,4427,4178,3.61878799999999,1210.52199999999,4427,4178,4.794673,1731.586,4427,4177,0.835716,21.239,4427,4177,1.282577,36.271,4427,4177,0.792175999999999,21.8359999999999,GmARF7/19_C
Glyma.07G130400,A,KRH49072,Glyma.07G130400.3,ARF,ARF7/19,7,15465920,15471704,1,15466194,15471229,3324,3075,2.23656299999999,300.303,3324,3075,3.831503,502.031999999999,3324,3075,1.29286799999999,141.483,3324,3075,0,0,3324,3075,0,0,3324,3075,0,0,3324,3075,0,0,3324,3075,0.0675479999999999,20.5169999999999,3324,3075,10.709223,1572.43,3324,3075,2.55637699999999,629.376999999999,3324,3075,3.559956,946.250999999999,3324,3074,0,0,3324,3074,0.333266999999999,6.93599999999999,3324,3074,0.182508,3.702,GmARF7/19_C
Glyma.07G134800,B,KRH49135,Glyma.07G134800.1,ARF,ARF9,7,15999948,16005619,1,15999948,16005619,2726,2477,22.945872,2481.784,2726,2477,12.408956,1309.72,2726,2477,21.760539,1918.22499999999,2726,2477,9.655552,1079.06999999999,2726,2477,21.9983399999999,2531.731,2726,2477,35.787787,4021.318,2726,2477,14.9693799999999,1551.644,2726,2477,3.14084899999999,768.484,2726,2477,1.246423,147.420999999999,2726,2477,6.35918299999999,1261.155,2726,2477,10.1653369999999,2176.52799999999,2726,2476,7.28538,109.752,2726,2476,18.606157,311.899,2726,2476,2.377057,38.84,GmARF9_C
Glyma.07G189800,AFB6,KRH49940,Glyma.07G189800.3,AFB/TIR1,AFB6,7,35755628,35760756,-1,35755628,35760756,3377,3128,0,0,3377,3128,0,0,3377,3128,0,0,3377,3128,4.600346,649.238,3377,3128,0,0,3377,3128,0,0,3377,3128,0,0,3377,3128,0,0,3377,3128,0,0,3377,3128,0,0,3377,3128,0,0,3377,3127,7.63647999999999,145.288999999999,3377,3127,7.12716999999999,150.887,3377,3127,0,0,GmAFB6_A
Glyma.07G189800,AFB6,KRH49941,Glyma.07G189800.4,AFB/TIR1,AFB6,7,35755628,35760756,-1,35756071,35760752,2930,2681,4.92877,576.990999999999,2930,2681,12.740637,1455.476,2930,2681,1.21619,116.039,2930,2681,4.60943099999999,557.558999999999,2930,2681,1.775044,221.11,2930,2681,8.691558,1057.066,2930,2681,4.77584799999999,535.807999999999,2930,2681,1.051947,278.581,2930,2681,10.9699519999999,1404.332,2930,2681,7.22383799999999,1550.621,2930,2681,2.402663,556.808999999999,2930,2680,0,0,2930,2680,0,0,2930,2680,0,0,GmAFB6_A
Glyma.07G189800,AFB6,KRH49942,Glyma.07G189800.5,AFB/TIR1,AFB6,7,35755628,35760756,-1,35755628,35760752,3373,3124,9.80911099999999,1338.055,3373,3124,7.427073,988.657,3373,3124,11.728325,1303.92,3373,3124,0,0,3373,3124,10.762178,1562.114,3373,3124,10.3215249999999,1462.72399999999,3373,3124,3.863775,505.108999999999,3373,3124,4.09794199999999,1264.557,3373,3124,4.64186,692.423,3373,3124,5.47682999999999,1369.876,3373,3124,5.729744,1547.258,3373,3123,0,0,3373,3123,0,0,3373,3123,2.369101,48.825,GmAFB6_A
Glyma.07G202200,B,KRH50128,Glyma.07G202200.1,ARF,ARF3,7,37125021,37130940,-1,37125021,37130940,2989,2740,7.458571,892.359,2989,2740,9.024369,1053.621,2989,2740,8.56065899999999,834.759999999999,2989,2740,5.336939,659.764999999999,2989,2740,16.609475,2114.502,2989,2740,11.472063,1425.93499999999,2989,2740,6.282427,720.344,2989,2740,1.19084799999999,322.305999999999,2989,2740,1.01053299999999,132.211999999999,2989,2740,9.02194599999999,1979.209,2989,2740,3.52237899999999,834.263,2989,2739,6.40035699999999,106.661,2989,2739,2.190232,40.615,2989,2739,6.68292899999999,120.795,GmARF3_B
Glyma.07G272800,B,KRH51289,Glyma.07G272800.1,ARF,ARF1,7,44495749,44503862,1,44495749,44503862,3594,3345,21.3942799999999,3124.835,3594,3345,11.4252699999999,1628.47,3594,3345,26.1868629999999,3117.335,3594,3345,16.3319809999999,2464.8,3594,3345,21.039361,3269.869,3594,3345,36.436725,5528.95399999999,3594,3345,15.076548,2110.378,3594,3345,4.84037299999999,1599.324,3594,3345,8.02666699999999,1282.034,3594,3345,11.318375,3031.246,3594,3345,14.133984,4086.74299999999,3594,3344,12.3988239999999,252.264999999999,3594,3344,15.443013,349.627,3594,3344,9.53598099999999,210.437,GmARF1_A
Glyma.08G008100,B,KRH41063,Glyma.08G008100.3,ARF,ARF2,8,643138,649093,1,644937,649093,3409,3160,41.903106,5781.84699999999,3409,3160,15.801812,2127.703,3409,3160,55.3296629999999,6222.27199999999,3409,3160,23.417877,3338.72899999999,3409,3160,55.2306439999999,8109.029,3409,3160,26.660841,3821.804,3409,3160,30.862812,4081.17099999999,3409,3160,4.23641299999999,1322.351,3409,3160,6.303453,951.116999999999,3409,3160,18.724678,4737.426,3409,3160,28.260708,7719.456,3409,3159,0,0,3409,3159,0,0,3409,3159,0.216233,4.508,GmARF2_D
Glyma.08G008100,B,KRH41062,Glyma.08G008100.2,ARF,ARF2,8,643138,649093,1,643138,649093,4547,4298,41.952212,7873.26,4547,4298,22.684099,4154.36899999999,4547,4298,54.60072,8351.57999999999,4547,4298,48.4645879999999,9398.046,4547,4298,45.899996,9166.018,4547,4298,104.119336,20300.435,4547,4298,30.814124,5542.152,4547,4298,2.1665740000000002,919.817,4547,4298,3.509392,720.221999999999,4547,4298,26.934453,9268.62999999999,4547,4298,14.976262,5563.991,4547,4297,48.2060329999999,1260.31099999999,4547,4297,26.6883069999999,776.413999999999,4547,4297,8.83630999999999,250.568999999999,GmARF2_D
Glyma.08G027800,A,KRH41403,Glyma.08G027800.1,ARF,ARF7/19,8,2221005,2228300,-1,2221008,2228300,4353,4104,2.60582,466.966,4353,4104,14.5194759999999,2539.074,4353,4104,3.41696599999999,499.059,4353,4104,2.32403199999999,430.324999999999,4353,4104,2.04284499999999,389.533,4353,4104,2.75305899999999,512.543,4353,4104,1.241745,213.256,4353,4104,0.392938,159.292,4353,4104,2.84630299999999,557.772,4353,4104,2.40283099999999,789.534999999999,4353,4104,5.09318799999999,1806.815,4353,4103,0,0,4353,4103,3.263135,90.6449999999999,4353,4103,1.000961,27.102,GmARF7/19_D
Glyma.08G027800,A,KRH41404,Glyma.08G027800.2,ARF,ARF7/19,8,2221005,2228300,-1,2221005,2228300,4356,4107,0,0,4356,4107,0,0,4356,4107,0,0,4356,4107,0,0,4356,4107,0,0,4356,4107,0,0,4356,4107,0,0,4356,4107,0,0,4356,4107,0,0,4356,4107,0,0,4356,4107,0,0,4356,4106,2.128037,53.1629999999999,4356,4106,0,0,4356,4106,0,0,GmARF7/19_D
Glyma.08G036400,A,KRH41538,Glyma.08G036400.1,IAA,IAA27,8,2868342,2871366,-1,2868342,2871366,1528,1279,30.1620689999999,1684.477,1528,1279,20.512798,1117.925,1528,1279,24.42182,1111.60999999999,1528,1279,24.707899,1425.78199999999,1528,1279,25.649175,1524.213,1528,1279,24.004183,1392.72399999999,1528,1279,37.277883,1995.189,1528,1279,19.138375,2417.893,1528,1279,2.972003,181.505,1528,1279,35.1056889999999,3594.918,1528,1279,4.943124,546.498,1528,1278,17.614542,136.966,1528,1278,20.206039,174.830999999999,1528,1278,9.54404399999999,80.492,GmIAA27_E
Glyma.08G036400,A,KRH41539,Glyma.08G036400.2,IAA,IAA27,8,2868342,2871366,-1,2869002,2871262,1228,979,3.016789,128.961999999999,1228,979,4.397535,183.446,1228,979,2.641022,92.015,1228,979,0,0,1228,979,1.758345,79.9809999999999,1228,979,17.2426299999999,765.761999999999,1228,979,9.862723,404.055999999999,1228,979,9.041546,874.352999999999,1228,979,0.125493999999999,5.86599999999999,1228,979,13.4104069999999,1051.152,1228,979,0,0,1228,978,0,0,1228,978,4.059648,26.8799999999999,1228,978,0,0,GmIAA27_E
Glyma.08G059500,AFB6,KRH41935,Glyma.08G059500.6,AFB/TIR1,AFB6,8,4550613,4556360,1,4550613,4556360,3854,3605,5.50118699999999,865.953999999999,3854,3605,12.771654,1961.867,3854,3605,7.685747,986.042,3854,3605,3.97298699999999,646.202999999999,3854,3605,5.330102,892.775999999999,3854,3605,6.73375699999999,1101.21,3854,3605,3.17572499999999,479.083,3854,3605,3.64469999999999,1297.862,3854,3605,7.21661899999999,1242.2449999999899,3854,3605,13.222675,3816.503,3854,3605,1.96373,611.932999999999,3854,3604,2.95109999999999,64.7109999999999,3854,3604,2.873463,70.113,3854,3604,0.301663,7.17499999999999,GmAFB6_B
Glyma.08G100100,A,KRH42602,Glyma.08G100100.2,ARF,ARF6,8,7673674,7680574,-1,7673674,7680574,4091,3842,10.9478639999999,1836.623,4091,3842,10.079952,1650.18599999999,4091,3842,14.917609,2039.673,4091,3842,9.415081,1632.03,4091,3842,13.41693,2395.03699999999,4091,3842,21.964082,3828.05299999999,4091,3842,7.507055,1206.95,4091,3842,1.869723,709.571,4091,3842,1.156184,212.105999999999,4091,3842,6.406989,1970.844,4091,3842,3.41575499999999,1134.385,4091,3841,8.67065599999999,202.632,4091,3841,16.5280489999999,429.807,4091,3841,5.183271,131.383,GmARF6_A
Glyma.08G100100,A,KRH42603,Glyma.08G100100.3,ARF,ARF6,8,7673674,7680574,-1,7673993,7679517,2718,2469,20.2849989999999,2186.902,2718,2469,24.502918,2577.84,2718,2469,29.81443,2619.69999999999,2718,2469,20.677236,2303.351,2718,2469,19.4936529999999,2236.22699999999,2718,2469,33.696086,3774.054,2718,2469,15.036091,1553.525,2718,2469,3.42688,835.759999999999,2718,2469,7.251703,854.928,2718,2469,14.1823,2803.55299999999,2718,2469,1.547231,330.211999999999,2718,2468,1.37472599999999,20.643,2718,2468,0,0,2718,2468,0,0,GmARF6_A
Glyma.08G200700,B,KRH44271,Glyma.08G200700.1,IAA,IAA18/26/28,8,16232246,16235957,1,16232246,16235909,1955,1706,0,0,1955,1706,0,0,1955,1706,0,0,1955,1706,0,0,1955,1706,0,0,1955,1706,0,0,1955,1706,0,0,1955,1706,0,0,1955,1706,0,0,1955,1706,0,0,1955,1706,0,0,1955,1705,1.700433,17.64,1955,1705,0.647403999999999,7.47299999999999,1955,1705,0,0,GmIAA18/26/28_B
Glyma.08G200700,B,KRH44272,Glyma.08G200700.2,IAA,IAA18/26/28,8,16232246,16235957,1,16232680,16235957,1569,1320,4.176534,240.726,1569,1320,84.467348,4750.943,1569,1320,15.250232,716.398,1569,1320,12.9246979999999,769.735,1569,1320,2.36702799999999,145.170999999999,1569,1320,2.79632,167.443999999999,1569,1320,3.63160999999999,200.602,1569,1320,2.855877,372.37,1569,1320,0.311765,19.6499999999999,1569,1320,4.309723,455.475,1569,1320,1.06962399999999,122.045,1569,1319,0,0,1569,1319,0,0,1569,1319,0,0,GmIAA18/26/28_B
Glyma.08G203100,A,KRH44313,Glyma.08G203100.1,IAA,IAA27,8,16473456,16476643,-1,16473456,16476527,1383,1134,0,0,1383,1134,3.586262,173.288999999999,1383,1134,3.02237199999999,121.973,1383,1134,0.928475,47.5039999999999,1383,1134,0.91632,48.279,1383,1134,0,0,1383,1134,1.476966,70.0879999999999,1383,1134,0.0310579999999999,3.479,1383,1134,5.05679899999999,273.815,1383,1134,11.502946,1044.391,1383,1134,0.918147999999999,90,1383,1133,1.294767,8.925,1383,1133,0,0,1383,1133,0,0,GmIAA27_F
Glyma.08G203100,A,KRH44314,Glyma.08G203100.2,IAA,IAA27,8,16473456,16476643,-1,16473456,16476643,1499,1250,1.596727,87.1509999999999,1499,1250,0,0,1499,1250,0,0,1499,1250,0,0,1499,1250,0.115286,6.69599999999999,1499,1250,0.775951999999999,44,1499,1250,0,0,1499,1250,0,0,1499,1250,0.103556,6.181,1499,1250,0.493055999999999,49.3449999999999,1499,1250,0,0,1499,1249,0,0,1499,1249,0.473032,4,1499,1249,0,0,GmIAA27_F
